Close,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,-20,-21,-22,-23,-24,-25,-26,-27,-28,-29,Volume,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,-20,-21,-22,-23,-24,-25,-26,-27,-28,-29,label
105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,104.199997,103.900002,105.160004,104.019997,105.040001,105.480003,104.82,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,2337000,2134800,2572000,2572500,1847400,2996000,2230100,104.889999
105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,104.199997,103.900002,105.160004,104.019997,105.040001,105.480003,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,2337000,2134800,2572000,2572500,1847400,2996000,104.760002
104.419998,105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,104.199997,103.900002,105.160004,104.019997,105.040001,3754800,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,2337000,2134800,2572000,2572500,1847400,106.160004
105.459999,104.419998,105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,104.199997,103.900002,105.160004,104.019997,2069600,3754800,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,2337000,2134800,2572000,2572500,106.93
104.510002,105.459999,104.419998,105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,104.199997,103.900002,105.160004,2792200,2069600,3754800,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,2337000,2134800,2572000,106.910004
104.5,104.510002,105.459999,104.419998,105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,104.199997,103.900002,2797700,2792200,2069600,3754800,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,2337000,2134800,107.389999
104.089996,104.5,104.510002,105.459999,104.419998,105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,104.199997,2616800,2797700,2792200,2069600,3754800,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,2337000,107.339996
104.889999,104.089996,104.5,104.510002,105.459999,104.419998,105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,103.910004,2005700,2616800,2797700,2792200,2069600,3754800,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,2276300,107.629997
104.760002,104.889999,104.089996,104.5,104.510002,105.459999,104.419998,105.330002,105.370003,106.339996,105.089996,104.980003,104.599998,104.639999,105.260002,106.330002,105.510002,106.129997,107.089996,106.830002,106.540001,106.800003,106.650002,107.18,107.07,106.769997,106.059998,106.110001,106.150002,104.919998,1662200,2005700,2616800,2797700,2792200,2069600,3754800,2470000,1531600,2400900,1747300,1759600,1616700,2578800,5172600,2546500,3068000,4834200,2267900,1747500,2088100,1893600,1675200,1958900,2103700,1767100,1622600,1666900,2864500,2358000,107.989998
